tick,timestamp,gas_read_ms,temp_read_ms,fusion_ms,actuation_ms,mqtt_publish_ms,total_loop_ms,budget_ok
1,14:51:30,0.099,0.011,0.079,0.051,0.095,0.341,True
2,14:51:30,0.041,0.002,0.056,0.02,0.005,0.128,True
3,14:51:30,0.02,0.001,10.146,15.204,0.003,25.375,True
4,14:51:30,0.035,0.003,0.045,0.013,0.003,0.1,True
5,14:51:30,0.021,0.001,0.026,0.01,0.002,0.061,True
6,14:51:30,0.016,0.001,0.018,0.009,0.002,0.047,True
7,14:51:30,0.014,0.001,0.018,0.008,0.001,0.044,True
8,14:51:30,0.015,0.001,0.017,0.008,0.002,0.044,True
9,14:51:30,0.018,0.001,0.022,0.009,0.002,0.053,True
10,14:51:31,0.016,0.001,0.02,0.008,0.002,0.108,True
11,14:51:31,0.045,0.003,0.049,0.014,0.003,0.116,True
12,14:51:31,0.03,0.002,0.039,0.013,0.003,0.089,True
13,14:51:31,0.02,0.001,0.026,0.01,0.004,0.062,True
14,14:51:31,0.015,0.001,0.023,0.01,0.001,0.051,True
15,14:51:31,0.015,0.001,0.024,0.008,0.001,0.05,True
16,14:51:31,0.013,0.001,0.018,0.008,0.001,0.042,True
17,14:51:31,0.013,0.001,0.02,0.007,0.001,0.043,True
18,14:51:31,0.014,0.001,0.017,0.008,0.001,0.042,True
19,14:51:31,0.012,0.001,0.015,0.009,0.002,0.04,True
20,14:51:32,0.014,0.001,0.017,0.009,0.001,0.829,True
21,14:51:32,0.035,0.002,0.061,0.03,0.003,0.134,True
22,14:51:32,0.022,0.002,0.036,0.016,0.002,0.08,True
23,14:51:32,0.013,0.001,0.018,0.009,0.001,0.043,True
24,14:51:32,0.014,0.001,0.02,0.009,0.002,0.048,True
25,14:51:32,0.012,0.001,5.09,0.01,0.008,5.122,True
26,14:51:32,0.011,0.001,0.022,0.008,0.001,0.044,True
27,14:51:32,0.063,0.005,0.099,0.047,0.011,0.23,True
28,14:51:32,0.035,0.002,0.053,0.012,0.002,0.106,True
29,14:51:32,0.021,0.001,0.029,0.014,0.002,0.068,True
30,14:51:33,0.036,0.002,0.049,0.012,0.002,0.163,True
31,14:51:33,0.045,0.002,0.084,0.04,0.003,0.189,True
32,14:51:33,0.039,0.002,0.051,0.013,0.003,0.11,True
33,14:51:33,0.017,0.002,0.032,0.015,0.002,0.07,True
34,14:51:33,0.018,0.001,0.032,0.015,0.002,0.069,True
35,14:51:33,0.022,0.001,0.025,0.009,0.001,0.059,True
36,14:51:33,0.017,0.001,0.021,0.007,0.001,0.048,True
37,14:51:33,0.023,0.001,0.028,0.008,0.001,0.068,True
38,14:51:33,0.019,0.001,0.019,0.008,0.001,0.049,True
39,14:51:33,0.01,0.001,0.018,0.008,0.001,0.039,True
40,14:51:34,0.021,0.002,0.035,0.015,0.002,0.13,True
41,14:51:34,0.042,0.003,0.075,0.04,0.003,0.163,True
42,14:51:34,0.031,0.002,0.033,0.011,0.002,0.081,True
43,14:51:34,0.026,0.007,0.031,0.016,0.002,0.085,True
44,14:51:34,0.017,0.001,0.031,0.015,0.002,0.067,True
45,14:51:34,0.012,0.001,0.018,0.009,0.002,0.043,True
46,14:51:34,0.017,0.001,0.02,0.007,0.001,0.047,True
47,14:51:34,0.02,0.001,0.022,0.019,0.002,0.066,True
48,14:51:34,0.017,0.001,0.023,0.011,0.002,0.055,True
49,14:51:34,0.015,0.001,0.022,0.011,0.002,0.053,True
50,14:51:35,0.02,0.002,15.213,0.012,0.002,16.102,True
51,14:51:35,0.038,0.003,0.048,0.014,0.003,0.108,True
52,14:51:35,0.04,0.002,0.061,0.027,0.003,0.135,True
53,14:51:35,0.017,0.001,0.029,0.023,0.002,0.072,True
54,14:51:35,0.016,0.001,0.022,0.008,0.002,0.05,True
55,14:51:35,0.015,0.001,0.03,0.023,0.002,0.072,True
56,14:51:35,0.013,0.001,0.019,0.008,0.001,0.043,True
57,14:51:35,0.015,0.001,0.016,0.008,0.001,0.042,True
58,14:51:35,0.012,0.001,0.026,0.023,0.002,0.065,True
59,14:51:35,0.015,0.001,0.018,0.008,0.001,0.045,True
60,14:51:36,0.023,0.002,0.026,0.009,0.002,0.13,True
61,14:51:36,0.032,0.002,0.039,0.012,0.003,0.09,True
62,14:51:36,0.021,0.002,0.023,0.01,0.002,0.058,True
63,14:51:36,0.014,0.001,0.03,0.023,0.002,0.071,True
64,14:51:36,0.014,0.001,0.022,0.009,0.001,0.048,True
65,14:51:36,0.014,0.001,0.019,0.008,0.001,0.044,True
66,14:51:36,0.016,0.001,0.018,0.007,0.001,0.045,True
67,14:51:36,0.014,0.001,0.016,0.008,0.001,0.041,True
68,14:51:36,0.014,0.001,0.016,0.012,0.001,0.045,True
69,14:51:36,0.012,0.001,0.015,0.012,0.001,0.043,True
70,14:51:37,0.024,0.002,0.028,0.012,0.002,0.109,True
71,14:51:37,0.03,0.002,0.04,0.012,0.002,0.088,True
72,14:51:37,0.018,0.002,0.026,0.011,0.002,0.059,True
73,14:51:37,0.013,0.001,10.146,0.011,0.002,10.174,True
74,14:51:37,0.013,0.001,0.025,0.023,0.002,0.065,True
75,14:51:37,0.016,0.001,0.019,0.008,0.001,0.047,True
76,14:51:37,0.015,0.001,0.019,0.008,0.001,0.045,True
77,14:51:37,0.013,0.001,0.017,0.007,0.002,0.041,True
78,14:51:37,0.015,0.001,0.018,0.008,0.001,0.045,True
79,14:51:38,0.019,0.001,0.032,0.009,0.002,0.064,True
80,14:51:38,0.026,0.002,0.033,0.011,0.003,0.143,True
81,14:51:38,0.035,0.002,0.043,0.012,0.003,0.098,True
82,14:51:38,0.024,0.001,0.029,0.01,0.002,0.067,True
83,14:51:38,0.015,0.001,0.02,0.008,0.001,0.046,True
84,14:51:38,0.014,0.001,0.016,0.008,0.001,0.042,True
85,14:51:38,0.012,0.001,0.026,0.023,0.002,0.064,True
86,14:51:38,0.014,0.001,0.02,0.007,0.001,0.045,True
87,14:51:38,0.014,0.001,0.018,0.008,0.001,0.044,True
88,14:51:38,0.012,0.001,0.018,0.008,0.001,0.041,True
89,14:51:39,0.016,0.001,0.019,0.008,0.001,0.045,True
90,14:51:39,0.025,0.002,0.028,0.01,0.002,0.109,True
91,14:51:39,0.043,0.003,0.065,0.026,0.003,0.142,True
92,14:51:39,0.021,0.001,0.028,0.009,0.002,0.063,True
93,14:51:39,0.016,0.001,0.021,0.008,0.001,0.048,True
94,14:51:39,0.018,0.001,0.021,0.008,0.001,0.05,True
95,14:51:39,0.014,0.001,0.019,0.009,0.002,0.045,True
96,14:51:39,0.013,0.001,10.146,0.011,0.002,10.174,True
97,14:51:39,0.013,0.002,0.017,0.008,0.002,0.043,True
98,14:51:39,0.012,0.001,0.025,0.022,0.001,0.063,True
99,14:51:40,0.016,0.001,0.022,0.01,0.002,0.053,True
100,14:51:40,0.04,0.002,0.059,0.014,0.269,0.727,True
101,14:51:40,0.041,0.004,0.056,0.022,0.004,0.128,True
102,14:51:40,0.024,0.002,0.032,0.012,0.002,0.073,True
103,14:51:40,0.018,0.001,0.022,0.012,0.002,0.057,True
104,14:51:40,0.019,0.002,0.037,0.011,0.002,0.072,True
105,14:51:40,0.019,0.002,0.021,0.012,0.002,0.057,True
106,14:51:40,0.017,0.001,0.025,0.01,0.002,0.056,True
107,14:51:40,0.015,0.001,0.025,0.01,0.002,0.054,True
108,14:51:40,0.017,0.001,0.036,0.01,0.002,0.068,True
109,14:51:41,0.018,0.001,0.024,0.011,0.002,0.057,True
110,14:51:41,0.027,0.002,0.036,0.012,0.002,0.128,True
111,14:51:41,0.037,0.004,0.051,0.015,0.003,0.112,True
112,14:51:41,0.019,0.002,0.024,0.013,0.002,0.061,True
113,14:51:41,0.019,0.002,0.025,0.01,0.002,0.059,True
114,14:51:41,0.018,0.002,0.022,0.012,0.002,0.057,True
115,14:51:41,0.018,0.001,0.022,0.012,0.002,0.056,True
116,14:51:41,0.016,0.001,0.026,0.01,0.002,0.057,True
117,14:51:41,0.016,0.001,0.026,0.01,0.002,0.057,True
118,14:51:41,0.016,0.001,5.091,5.086,0.002,10.199,True
119,14:51:42,0.015,0.001,5.095,10.142,0.003,15.257,True
120,14:51:42,0.026,0.002,0.031,0.01,0.002,0.12,True
121,14:51:42,0.033,0.003,0.044,0.012,0.003,0.097,True
122,14:51:42,0.018,0.001,0.023,0.008,0.002,0.054,True
123,14:51:42,0.016,0.001,0.019,0.01,0.001,0.048,True
124,14:51:42,0.014,0.001,0.018,0.008,0.002,0.044,True
125,14:51:42,0.015,0.001,0.017,0.01,0.001,0.045,True
126,14:51:42,0.013,0.001,0.016,0.008,0.001,0.04,True
127,14:51:42,0.013,0.001,0.025,0.008,0.001,0.05,True
128,14:51:42,0.014,0.001,0.018,0.009,0.002,0.046,True
129,14:51:43,0.018,0.001,0.024,0.009,0.002,0.054,True
130,14:51:43,0.015,0.001,0.02,0.008,0.001,0.089,True
131,14:51:43,0.034,0.003,0.043,0.013,0.002,0.097,True
132,14:51:43,0.016,0.001,0.021,0.008,0.002,0.05,True
133,14:51:43,0.018,0.001,0.03,0.009,0.001,0.061,True
134,14:51:43,0.014,0.001,0.017,0.01,0.002,0.045,True
135,14:51:43,0.014,0.001,0.017,0.008,0.001,0.043,True
136,14:51:43,0.012,0.001,0.015,0.009,0.001,0.04,True
137,14:51:43,0.013,0.001,0.021,0.009,0.001,0.046,True
138,14:51:43,0.015,0.001,0.019,0.009,0.001,0.047,True
139,14:51:44,0.017,0.001,0.024,0.01,0.002,0.055,True
140,14:51:44,0.015,0.001,0.022,0.01,0.002,0.085,True
141,14:51:44,0.028,0.003,0.041,0.013,0.002,0.088,True
142,14:51:44,0.015,0.001,5.086,0.011,0.002,5.116,True
143,14:51:44,0.015,0.001,5.068,0.01,0.002,5.097,True
144,14:51:44,0.015,0.001,0.023,0.009,0.001,0.05,True
145,14:51:44,0.014,0.001,0.03,0.01,0.001,0.058,True
146,14:51:44,0.013,0.001,0.017,0.007,0.001,0.04,True
147,14:51:44,0.012,0.001,0.015,0.009,0.001,0.039,True
148,14:51:44,0.013,0.001,0.017,0.007,0.001,0.041,True
149,14:51:45,0.02,0.002,0.027,0.013,0.002,0.065,True
150,14:51:45,0.015,0.001,0.019,0.021,0.002,0.1,True
151,14:51:45,0.034,0.003,0.045,0.013,0.003,0.1,True
152,14:51:45,0.019,0.001,0.025,0.009,0.002,0.056,True
153,14:51:45,0.015,0.001,0.023,0.009,0.002,0.051,True
154,14:51:45,0.015,0.001,0.022,0.009,0.001,0.049,True
155,14:51:45,0.014,0.001,0.017,0.01,0.001,0.044,True
156,14:51:45,0.015,0.001,0.022,0.009,0.002,0.05,True
157,14:51:45,0.014,0.001,0.016,0.009,0.001,0.042,True
158,14:51:45,0.013,0.001,0.017,0.009,0.001,0.043,True
159,14:51:46,0.025,0.002,0.033,0.01,0.002,0.074,True
160,14:51:46,0.016,0.001,0.02,0.009,0.002,0.095,True
161,14:51:46,0.035,0.003,0.051,0.014,0.003,0.109,True
162,14:51:46,0.019,0.001,0.025,0.009,0.002,0.057,True
163,14:51:46,0.014,0.001,0.018,0.008,0.001,0.043,True
164,14:51:46,0.014,0.001,0.025,0.008,0.002,0.051,True
165,14:51:46,0.015,0.001,10.14,0.01,0.002,10.169,True
166,14:51:46,0.013,0.001,0.027,0.009,0.002,0.053,True
167,14:51:46,0.014,0.001,0.018,0.009,0.002,0.044,True
168,14:51:46,0.016,0.002,0.023,0.01,0.002,0.054,True
169,14:51:47,0.027,0.002,0.039,0.013,0.003,0.085,True
170,14:51:47,0.018,0.002,0.028,0.012,0.002,0.918,True
171,14:51:47,0.04,0.003,0.055,0.018,0.004,0.122,True
172,14:51:47,0.017,0.001,0.022,0.012,0.002,0.056,True
173,14:51:47,0.018,0.001,0.024,0.01,0.002,0.058,True
174,14:51:47,0.015,0.001,0.024,0.012,0.002,0.056,True
175,14:51:47,0.013,0.001,0.029,0.009,0.002,0.055,True
176,14:51:47,0.017,0.001,0.02,0.012,0.002,0.054,True
177,14:51:47,0.014,0.001,0.019,0.009,0.002,0.046,True
178,14:51:47,0.014,0.001,0.021,0.009,0.002,0.049,True
179,14:51:48,0.022,0.002,0.031,0.012,0.003,0.072,True
180,14:51:48,0.019,0.001,0.024,0.01,0.002,0.099,True
181,14:51:48,0.035,0.003,0.043,0.013,0.002,0.098,True
182,14:51:48,0.016,0.001,0.02,0.011,0.002,0.051,True
183,14:51:48,0.018,0.001,0.027,0.012,0.002,0.061,True
184,14:51:48,0.013,0.001,0.016,0.009,0.002,0.042,True
185,14:51:48,0.011,0.001,0.014,0.008,0.002,0.037,True
186,14:51:48,0.017,0.001,0.024,0.011,0.002,0.056,True
187,14:51:48,0.015,0.001,0.019,0.01,0.002,0.048,True
188,14:51:49,0.012,0.001,0.016,0.008,0.001,0.039,True
189,14:51:49,0.026,0.002,10.161,0.013,0.003,10.206,True
190,14:51:49,0.014,0.001,0.018,0.008,0.002,0.095,True
191,14:51:49,0.033,0.002,0.045,0.012,0.003,0.097,True
192,14:51:49,0.014,0.001,0.017,0.011,0.001,0.045,True
193,14:51:49,0.015,0.001,0.022,0.008,0.002,0.05,True
194,14:51:49,0.012,0.003,0.016,0.007,0.001,0.041,True
195,14:51:49,0.01,0.001,0.014,0.018,0.002,0.046,True
196,14:51:49,0.013,0.001,0.027,0.024,0.002,0.068,True
197,14:51:49,0.012,0.001,0.015,0.008,0.002,0.038,True
198,14:51:50,0.01,0.001,0.012,0.007,0.001,0.033,True
199,14:51:50,0.069,0.003,0.036,0.012,0.002,0.125,True
200,14:51:50,0.039,0.003,0.044,0.013,0.197,1.121,True
201,14:51:50,0.044,0.003,0.067,0.016,0.003,0.135,True
202,14:51:50,0.037,0.002,0.037,0.016,0.002,0.096,True
203,14:51:50,0.022,0.001,0.032,0.015,0.002,0.072,True
204,14:51:50,0.014,0.001,0.016,0.009,0.001,0.041,True
205,14:51:50,0.012,0.001,0.019,0.008,0.001,0.042,True
206,14:51:50,0.013,0.001,0.016,0.008,0.001,0.04,True
207,14:51:50,0.018,0.001,0.029,0.007,0.001,0.057,True
208,14:51:51,0.012,0.001,0.029,0.007,0.001,0.051,True
209,14:51:51,0.022,0.002,0.036,0.016,0.002,0.08,True
210,14:51:51,0.015,0.002,0.03,0.015,0.002,0.12,True
211,14:51:51,0.029,0.003,0.054,0.013,0.003,0.103,True
212,14:51:51,0.024,0.001,0.03,0.01,0.002,0.067,True
213,14:51:51,0.02,0.001,0.022,0.009,0.001,0.054,True
214,14:51:51,0.013,0.001,0.029,0.008,0.002,0.06,True
215,14:51:51,0.013,0.001,0.017,0.008,0.002,0.042,True
216,14:51:51,0.012,0.001,0.031,0.008,0.002,0.054,True
217,14:51:51,0.019,0.001,0.016,0.008,0.001,0.046,True
218,14:51:52,0.02,0.001,0.019,0.008,0.001,0.05,True
219,14:51:52,0.03,0.002,0.035,0.016,0.003,0.088,True
220,14:51:52,0.015,0.007,0.019,0.009,0.002,0.086,True
221,14:51:52,0.046,0.004,0.062,0.015,0.004,0.132,True
222,14:51:52,0.023,0.002,0.036,0.018,0.002,0.083,True
223,14:51:52,0.02,0.001,0.025,0.008,0.002,0.062,True
224,14:51:52,0.018,0.001,0.016,0.008,0.002,0.046,True
225,14:51:52,0.012,0.001,0.029,0.008,0.002,0.052,True
226,14:51:52,0.013,0.008,0.016,0.009,0.001,0.048,True
227,14:51:52,0.013,0.001,0.02,0.008,0.001,0.045,True
228,14:51:53,0.012,0.001,0.015,0.008,0.001,0.038,True
229,14:51:53,0.026,0.001,0.033,0.014,0.002,0.078,True
230,14:51:53,0.015,0.001,0.028,0.007,0.002,0.371,True
231,14:51:53,0.039,0.003,0.05,0.017,0.003,0.115,True
232,14:51:53,0.021,0.001,0.023,0.011,0.002,0.06,True
233,14:51:53,0.015,0.001,0.014,0.009,0.001,0.041,True
234,14:51:53,0.013,0.001,0.023,0.007,0.001,0.046,True
235,14:51:53,0.012,0.001,0.016,0.008,0.001,0.039,True
236,14:51:53,0.017,0.001,0.019,0.009,0.002,0.049,True
237,14:51:53,0.013,0.001,0.013,0.008,0.001,0.037,True
238,14:51:54,0.048,0.004,0.059,0.019,0.005,0.137,True
239,14:51:54,0.026,0.002,0.026,0.011,0.002,0.068,True
240,14:51:54,0.023,0.002,0.029,0.012,0.002,0.121,True
241,14:51:54,0.039,0.003,0.044,0.014,0.003,0.104,True
242,14:51:54,0.025,0.002,0.059,0.029,0.003,0.121,True
243,14:51:54,0.017,0.001,0.025,0.011,0.002,0.059,True
244,14:51:54,0.016,0.001,0.022,0.011,0.002,0.052,True
245,14:51:54,0.02,0.001,0.024,0.011,0.002,0.06,True
246,14:51:54,0.016,0.001,0.017,0.011,0.002,0.048,True
247,14:51:54,0.015,0.001,0.016,0.011,0.002,0.045,True
248,14:51:55,0.048,0.004,0.061,0.019,0.005,0.139,True
249,14:51:55,0.021,0.001,0.03,0.021,0.002,0.076,True
250,14:51:55,0.022,0.002,0.027,0.013,0.002,0.123,True
251,14:51:55,0.044,0.004,0.056,0.015,0.004,0.125,True
252,14:51:55,0.027,0.002,0.033,0.012,0.003,0.078,True
253,14:51:55,0.022,0.001,0.026,0.011,0.002,0.064,True
254,14:51:55,0.018,0.001,0.02,0.01,0.002,0.053,True
255,14:51:55,0.021,0.001,0.026,0.011,0.002,0.062,True
256,14:51:55,0.018,0.001,0.021,0.009,0.002,0.053,True
257,14:51:55,0.017,0.001,0.019,0.009,0.002,0.051,True
258,14:51:56,0.046,0.005,0.069,0.022,0.006,0.151,True
259,14:51:56,0.017,0.001,5.081,5.091,0.002,10.193,True
260,14:51:56,0.019,0.001,0.02,0.008,0.002,0.119,True
261,14:51:56,0.033,0.003,0.042,0.013,0.003,0.095,True
262,14:51:56,0.021,0.002,0.024,0.009,0.002,0.059,True
263,14:51:56,0.013,0.001,0.016,0.008,0.001,0.04,True
264,14:51:56,0.013,0.003,0.014,0.007,0.001,0.039,True
265,14:51:56,0.017,0.001,0.017,0.01,0.002,0.048,True
266,14:51:56,0.012,0.001,0.023,0.008,0.002,0.046,True
267,14:51:56,0.011,0.001,0.012,0.008,0.001,0.033,True
268,14:51:57,0.03,0.002,0.035,0.011,0.003,0.083,True
269,14:51:57,0.017,0.001,0.02,0.008,0.001,0.05,True
270,14:51:57,0.018,0.001,0.021,0.008,0.002,0.096,True
271,14:51:57,0.031,0.002,0.041,0.012,0.002,0.091,True
272,14:51:57,0.018,0.001,0.021,0.01,0.002,0.052,True
273,14:51:57,0.013,0.001,0.014,0.007,0.001,0.037,True
274,14:51:57,0.012,0.001,0.012,0.007,0.001,0.034,True
275,14:51:57,0.016,0.001,0.02,0.009,0.001,0.048,True
276,14:51:57,0.012,0.001,0.013,0.008,0.002,0.036,True
277,14:51:57,0.011,0.001,0.015,0.008,0.001,0.036,True
278,14:51:58,0.027,0.003,0.033,0.011,0.003,0.078,True
279,14:51:58,0.015,0.001,0.02,0.008,0.001,0.046,True
280,14:51:58,0.018,0.001,0.019,0.01,0.002,0.093,True
281,14:51:58,0.032,0.003,5.105,0.016,0.003,5.161,True
282,14:51:58,0.019,0.001,0.023,0.009,0.002,0.055,True
283,14:51:58,0.013,0.001,0.016,0.008,0.001,0.039,True
284,14:51:58,0.011,0.001,0.012,0.007,0.001,0.033,True
285,14:51:58,0.017,0.001,0.017,0.01,0.002,0.047,True
286,14:51:58,0.012,0.001,0.012,0.006,0.001,0.034,True
287,14:51:58,0.014,0.001,0.016,0.007,0.001,0.04,True
288,14:51:59,0.023,0.003,0.029,0.011,0.002,0.07,True
289,14:51:59,0.017,0.002,0.019,0.009,0.002,0.049,True
290,14:51:59,0.017,0.001,0.021,0.008,0.002,0.112,True
291,14:51:59,0.036,0.003,0.057,0.014,0.003,0.116,True
292,14:51:59,0.02,0.001,0.021,0.01,0.002,0.055,True
293,14:51:59,0.013,0.001,0.024,0.007,0.001,0.048,True
294,14:51:59,0.011,0.001,0.012,0.007,0.001,0.033,True
295,14:51:59,0.017,0.001,0.017,0.01,0.002,0.048,True
296,14:51:59,0.014,0.001,0.023,0.007,0.001,0.047,True
297,14:51:59,0.011,0.001,0.011,0.009,0.001,0.034,True
298,14:52:00,0.032,0.003,0.041,0.012,0.004,0.093,True
299,14:52:00,0.019,0.001,0.029,0.009,0.002,0.06,True
300,14:52:00,0.019,0.001,0.019,0.01,0.137,0.229,True
301,14:52:00,0.037,0.004,0.05,0.014,0.003,0.11,True
302,14:52:00,0.024,0.001,0.028,0.01,0.002,0.066,True
303,14:52:00,0.015,0.001,0.016,0.009,0.001,0.043,True
304,14:52:00,0.012,0.001,0.012,0.008,0.001,0.036,True
